,0,1,2,3,4,5
457,45.0,22.0,27.0,23.0,2.0,45.0
458,18.0,22.0,20.0,29.0,3.0,29.0
459,8.0,24.0,25.0,16.0,4.0,25.0
460,8.0,22.0,21.0,7.0,4.0,22.0
461,8.0,23.0,21.0,6.0,4.0,23.0
462,6.0,22.0,16.0,4.0,1.0,22.0
463,11.0,22.0,20.0,10.0,3.0,22.0
464,10.0,22.0,19.0,5.0,2.0,22.0
465,50.0,22.0,20.0,25.0,2.0,50.0
466,33.0,22.0,16.0,19.0,2.0,33.0
467,33.0,22.0,16.0,29.0,2.0,33.0
468,27.0,22.0,21.0,15.0,3.0,27.0
469,53.0,22.0,23.0,44.0,2.0,53.0
470,56.0,23.0,25.0,22.0,7.0,56.0
471,46.0,22.0,20.0,30.0,5.0,46.0
472,63.0,23.0,25.0,41.0,6.0,63.0
473,72.0,22.0,29.0,21.0,5.0,72.0
474,59.0,22.0,30.0,15.0,3.0,59.0
475,64.0,23.0,34.0,24.0,6.0,64.0
476,58.0,22.0,25.0,29.0,4.0,58.0
477,49.0,22.0,27.0,31.8,2.0,49.0
478,61.0,22.0,33.0,40.4,3.0,61.0
479,69.0,22.0,35.0,43.8,2.0,69.0
480,71.0,23.0,32.0,46.6,3.0,71.0
481,50.0,22.0,22.0,28.6,2.0,50.0
482,53.0,22.0,23.0,32.0,3.0,53.0
483,51.0,22.0,26.0,36.2,5.0,51.0
484,54.0,23.0,22.0,32.0,4.0,54.0
485,62.0,24.0,19.0,46.4,9.0,62.0
486,62.0,23.0,22.0,50.6,6.0,62.0
487,70.0,23.0,22.0,43.0,4.0,70.0
488,78.0,23.0,31.0,51.6,4.0,78.0
489,61.0,23.0,23.0,46.2,3.0,61.0
490,48.0,23.0,17.0,31.6,3.0,48.0
491,50.0,24.0,17.0,37.0,2.0,50.0
492,51.0,25.0,21.0,30.0,4.0,51.0
493,12.2,24.0,20.0,9.4,3.0,24.0
494,55.0,2.0,18.0,36.0,3.0,55.0
495,49.0,1.0,16.0,33.0,3.0,49.0
496,62.0,17.0,19.0,48.2,3.0,62.0
497,43.0,16.0,22.0,59.0,3.0,59.0
498,64.0,14.0,20.0,74.0,4.0,74.0
499,63.0,14.0,24.0,80.0,4.0,80.0
500,47.0,13.0,23.0,55.0,3.0,55.0
501,51.0,14.0,19.0,30.0,4.0,51.0
502,42.0,13.0,11.0,27.0,2.0,42.0
503,40.0,14.0,11.0,42.0,4.0,42.0
504,39.0,14.0,19.0,38.0,3.0,39.0
505,29.0,14.0,17.0,50.0,4.0,50.0
506,40.0,14.0,14.0,34.0,4.0,40.0
507,35.0,17.0,12.0,42.0,10.0,42.0
508,19.0,17.0,17.4,34.0,3.4,34.0
509,55.0,18.0,19.8,22.0,5.0,55.0
510,6.0,17.0,24.0,16.0,6.0,24.0
511,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
512,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
513,55.0,13.0,18.0,28.0,7.0,55.0
514,67.0,12.0,18.0,45.0,9.0,67.0
515,43.0,13.0,17.0,35.0,8.0,43.0
516,25.0,12.0,18.0,16.0,8.0,25.0
517,62.0,12.0,13.0,14.0,9.0,62.0
518,50.0,12.0,14.0,26.0,5.0,50.0
519,34.0,11.0,11.0,24.0,3.0,34.0
520,56.0,12.0,12.0,23.0,6.0,56.0
521,51.0,12.0,12.0,38.0,7.0,51.0
522,66.0,11.0,13.0,36.0,6.0,66.0
523,57.0,11.0,14.0,28.0,4.0,57.0
524,64.0,12.0,27.0,36.0,4.0,64.0
525,54.0,13.0,18.0,45.0,5.4,54.0
526,56.0,11.0,14.0,35.0,3.6,56.0
527,65.0,9.0,11.0,50.0,2.0,65.0
528,53.0,9.0,18.0,25.2,3.0,53.0
529,26.0,8.0,12.0,44.0,2.0,44.0
530,53.0,8.0,12.0,38.0,2.0,53.0
531,56.0,7.0,20.0,29.0,2.0,56.0
532,37.4,51.2,8.0,8.2,36.0,8.0
533,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
534,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
535,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
536,41.0,5.0,20.6,17.0,9.6,41.0
537,39.0,6.0,9.0,22.0,2.0,39.0
538,39.0,5.0,8.0,19.0,1.0,39.0
539,38.0,5.0,10.0,31.0,1.0,38.0
540,21.0,5.0,14.0,16.0,2.0,21.0
541,41.0,6.0,28.0,7.0,6.8,41.0
542,48.0,5.0,20.0,22.0,4.0,48.0
543,58.0,5.0,17.0,14.0,2.0,58.0
544,60.0,5.0,18.0,19.0,3.0,60.0
545,46.0,5.0,17.0,45.0,2.0,46.0
546,64.0,8.0,16.0,34.0,2.0,64.0
547,58.0,7.0,16.0,23.0,4.0,58.0
548,56.0,7.0,16.0,39.0,4.0,56.0
549,68.0,7.0,15.0,21.0,4.0,68.0
550,63.0,7.0,15.0,18.0,3.0,63.0
551,55.0,8.0,15.0,20.0,5.0,55.0
552,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
553,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
554,34.0,6.0,15.0,50.0,4.6,50.0
555,54.0,6.0,15.0,30.0,3.2,54.0
556,73.0,7.0,15.0,25.0,5.0,73.0
557,60.0,6.0,15.0,34.0,3.0,60.0
558,59.0,6.0,14.0,42.0,4.6,59.0
559,77.0,6.0,14.0,45.0,8.0,77.0
560,52.0,5.0,12.0,32.0,5.4,52.0
561,50.0,5.0,12.0,40.0,10.0,50.0
562,65.0,5.0,17.0,65.0,12.2,65.0
563,65.0,6.0,17.0,53.0,6.8,65.0
564,67.0,5.0,17.0,25.0,3.6,67.0
565,70.0,5.0,16.0,25.0,4.0,70.0
566,65.0,4.0,12.0,28.0,3.0,65.0
567,48.0,4.0,18.0,43.0,12.8,48.0
568,53.0,4.0,23.0,31.0,8.0,53.0
569,62.0,5.0,23.0,20.0,3.8,62.0
570,55.0,5.0,15.0,35.0,4.2,55.0
571,58.0,5.0,16.0,26.4,6.0,58.0
572,73.0,12.0,15.0,33.2,9.0,73.0
573,53.0,11.0,20.0,65.0,3.0,65.0
574,62.0,10.0,15.0,37.0,2.0,62.0
575,74.0,11.0,19.0,34.0,7.0,74.0
576,79.0,10.0,18.0,38.0,2.0,79.0
577,76.0,10.0,18.0,31.0,5.0,76.0
578,53.0,10.0,18.0,29.0,4.0,53.0
579,57.0,10.0,16.0,40.0,3.0,57.0
580,56.0,10.0,13.0,49.0,3.0,56.0
581,46.0,12.0,11.0,32.0,3.0,46.0
582,48.0,12.0,12.0,38.0,4.0,48.0
583,64.0,11.0,16.0,37.0,4.0,64.0
584,53.0,12.0,19.0,29.0,5.0,53.0
585,72.0,11.0,19.0,28.0,4.0,72.0
586,60.0,11.0,18.0,28.0,4.0,60.0
587,69.0,11.0,17.0,29.0,4.0,69.0
588,62.0,11.0,14.0,29.0,4.0,62.0
589,63.0,11.0,13.0,31.0,2.0,63.0
590,74.0,12.0,13.0,48.0,2.0,74.0
591,62.0,11.0,13.0,45.0,2.0,62.0
592,64.0,12.0,13.0,34.0,3.0,64.0
593,59.0,11.0,15.0,33.0,3.0,59.0
594,60.0,11.0,11.0,27.0,3.0,60.0
595,55.0,11.0,10.0,47.0,2.0,55.0
596,54.0,10.0,13.0,18.0,3.0,54.0
597,60.0,11.0,16.0,18.0,3.0,60.0
598,62.0,10.0,16.0,17.0,4.0,62.0
599,62.0,12.0,17.0,21.0,4.0,62.0
600,68.0,11.0,20.0,17.0,4.0,68.0
601,67.0,11.0,19.0,29.0,3.0,67.0
602,62.0,10.0,13.0,22.0,3.0,62.0
603,70.0,11.0,17.0,24.0,3.0,70.0
604,67.0,11.0,17.0,23.4,3.0,67.0
605,55.0,10.0,16.0,34.0,3.0,55.0
606,60.0,10.0,17.0,34.0,3.0,60.0
607,49.0,10.0,18.0,36.0,4.0,49.0
608,59.0,9.0,20.0,29.0,3.0,59.0
609,62.0,9.0,15.0,25.0,3.0,62.0
610,50.0,9.0,23.0,31.0,6.0,50.0
611,50.0,10.0,22.0,37.0,3.0,50.0
612,52.0,14.0,15.0,32.0,3.0,52.0
613,73.0,15.0,21.0,18.0,4.0,73.0
614,66.0,10.0,18.0,15.0,4.0,66.0
615,51.0,12.0,19.0,12.0,16.0,51.0
616,67.0,10.0,21.0,26.0,3.0,67.0
617,62.0,11.0,16.0,29.0,4.0,62.0
618,61.0,13.0,17.0,28.4,3.0,61.0
619,56.0,12.0,13.8,38.8,3.0,56.0
620,55.0,16.0,18.0,28.0,5.0,55.0
621,56.0,11.0,18.0,35.0,4.0,56.0
622,61.0,12.0,17.0,28.0,3.0,62.0
623,59.0,10.0,13.0,26.0,3.0,59.0
624,51.0,10.0,14.0,18.0,4.0,51.0
625,52.0,11.0,18.0,17.0,4.0,52.0
626,6.0,12.0,16.0,14.0,4.0,16.0
627,8.0,11.0,19.0,8.0,3.0,19.0
628,6.0,11.0,22.0,8.0,3.0,22.0
629,5.0,10.0,22.0,19.0,3.0,22.0
630,6.0,11.0,21.0,16.0,4.0,21.0
631,26.0,11.0,19.0,19.0,4.0,26.0
632,53.0,12.0,17.0,16.0,5.0,53.0
633,69.0,11.0,18.0,27.0,5.0,69.0
634,56.0,10.0,17.0,25.0,4.0,56.0
635,44.0,11.0,16.0,33.0,4.0,44.0
636,41.0,11.0,17.0,28.0,4.0,41.0
637,54.0,11.0,12.0,39.0,3.0,54.0
638,47.0,11.0,15.0,26.0,4.0,47.0
639,63.0,11.0,19.0,14.0,4.0,63.0
640,37.0,10.0,17.0,33.0,5.0,37.0
641,38.0,11.0,17.0,35.0,4.0,38.0
642,46.0,11.0,16.0,37.0,3.0,46.0
643,37.0,11.0,20.0,32.0,3.0,37.0
644,37.0,12.0,11.0,35.0,3.0,37.0
645,37.0,11.0,14.0,33.0,4.0,37.0
646,51.0,11.0,15.0,30.0,4.0,51.0
647,27.0,11.0,18.0,19.0,5.0,27.0
648,59.0,11.0,17.0,22.0,4.0,59.0
649,53.0,11.0,17.0,15.0,5.0,53.0
650,55.0,11.0,20.0,26.0,5.0,55.0
651,64.0,12.0,14.0,30.0,4.0,64.0
652,52.0,10.0,16.0,23.0,3.0,52.0
653,57.0,10.0,19.0,43.0,5.0,57.0
654,25.8,11.0,19.0,28.0,5.0,28.0
655,59.0,11.0,18.0,23.0,5.0,59.0
656,30.0,10.0,20.0,38.0,5.0,38.0
657,43.0,10.0,16.0,35.0,3.0,43.0
658,42.0,10.0,14.0,29.0,3.0,42.0
659,33.0,10.0,14.0,39.0,4.0,39.0
660,36.0,9.0,14.0,32.0,3.0,36.0
661,43.0,10.0,27.0,28.0,5.0,43.0
662,36.0,10.0,17.0,14.0,4.0,36.0
663,29.0,10.0,18.0,16.0,4.0,29.0
664,57.0,10.0,18.0,35.0,5.0,57.0
665,34.0,9.0,12.0,33.0,3.0,34.0
666,42.0,9.0,24.0,44.0,2.0,44.0
667,46.0,10.0,22.0,34.0,3.0,46.0
668,47.0,10.0,16.0,19.0,3.0,47.0
669,65.0,11.0,26.0,19.0,5.0,65.0
670,45.0,10.0,21.0,32.0,3.0,45.0
671,51.0,11.0,21.0,37.0,4.0,51.0
672,45.0,10.0,17.0,28.0,2.0,45.0
673,48.0,10.0,20.0,22.0,3.0,48.0
674,45.0,10.0,19.0,41.0,3.0,45.0
675,53.0,10.0,23.0,28.0,3.0,53.0
676,49.0,10.0,23.0,37.0,3.0,49.0
677,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
678,58.0,11.0,32.0,31.0,5.0,58.0
679,49.0,14.0,23.0,72.0,4.0,72.0
680,59.0,16.0,20.0,65.0,3.0,65.0
681,59.0,15.0,20.0,75.0,4.0,75.0
682,37.0,15.0,18.0,32.0,2.0,37.0
683,15.0,13.0,9.0,30.0,1.0,30.0
684,21.0,17.0,19.0,130.0,2.0,130.0
685,34.0,20.0,18.0,125.0,3.0,125.0
686,31.0,17.0,14.0,62.0,3.0,62.0
687,53.0,16.0,18.0,43.0,3.0,53.0
688,41.0,15.0,17.0,61.0,3.0,61.0
689,51.0,18.0,21.0,127.0,3.0,127.0
690,61.0,17.0,20.0,55.0,2.0,61.0
691,43.0,16.0,23.0,100.0,4.0,100.0
692,61.0,16.0,38.0,61.0,4.0,61.0
693,54.0,12.0,19.0,71.0,2.0,71.0
694,73.0,19.0,20.0,48.0,2.0,73.0
695,63.0,14.0,26.0,84.0,3.0,84.0
696,51.0,15.0,20.0,62.0,3.0,62.0
697,60.0,15.0,27.0,64.0,2.0,64.0
698,53.0,14.0,20.0,73.0,3.0,73.0
699,57.0,15.0,21.0,64.0,3.0,64.0
700,59.0,18.0,22.0,65.0,15.0,65.0
701,57.0,16.0,21.0,86.0,4.0,86.0
702,63.0,13.0,29.0,71.0,3.0,71.0
703,62.0,16.0,31.0,57.0,3.0,62.0
704,49.0,16.0,23.0,66.0,4.0,66.0
705,50.0,16.0,21.0,82.0,4.0,82.0
706,68.0,14.0,27.0,81.0,4.0,81.0
707,54.0,15.0,17.0,80.0,3.0,80.0
708,64.0,13.0,21.0,94.0,5.0,94.0
709,82.0,15.0,39.0,92.0,4.0,92.0
710,57.0,14.0,27.0,112.0,3.0,112.0
711,52.0,15.0,18.0,63.0,3.0,63.0
712,50.0,15.0,15.0,69.0,3.0,69.0
713,23.0,13.0,10.0,34.0,2.0,34.0
714,41.0,12.0,9.0,36.0,2.0,41.0
715,35.0,13.0,12.0,62.0,3.0,62.0
716,36.0,17.0,12.0,86.0,3.0,86.0
717,60.0,15.0,20.0,88.0,3.0,88.0
718,48.0,14.0,17.0,49.0,3.0,49.0
719,33.0,13.0,12.0,23.0,3.0,33.0
720,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
721,48.0,14.0,19.0,15.0,2.0,48.0
722,21.0,11.0,4.0,20.0,1.0,21.0
723,22.0,13.0,6.0,22.0,2.0,22.0
724,22.0,14.0,7.0,18.0,2.0,22.0
725,28.0,13.0,15.0,55.0,3.0,55.0
726,4.0,13.0,14.8,63.0,8.0,63.0
727,19.0,15.8,5.0,18.6,8.0,19.0
728,17.0,15.8,12.4,15.6,4.0,17.0
729,24.0,14.4,4.0,33.0,3.0,33.0
730,29.0,15.0,5.0,26.6,13.0,29.0
731,24.0,17.0,5.0,21.2,6.0,24.0
732,16.0,16.0,5.0,29.0,4.0,29.0
733,38.0,18.0,8.0,24.0,6.0,38.0
734,37.0,29.0,16.0,22.6,16.0,37.0
735,66.0,34.0,30.0,27.8,27.0,66.0
736,52.0,47.0,14.0,14.8,25.0,52.0
737,36.0,16.6,25.0,89.0,6.2,89.0
738,61.0,15.0,28.0,198.0,8.0,198.0
739,41.0,13.0,26.0,128.0,8.0,128.0
740,53.0,12.0,26.0,62.0,6.0,62.0
741,50.0,11.0,24.0,66.0,5.2,66.0
742,65.0,11.0,28.0,77.0,9.2,77.0
743,65.0,12.0,32.0,99.0,9.0,99.0
744,65.0,13.0,26.0,56.0,9.2,65.0
745,37.0,16.0,19.0,28.0,2.4,37.0
746,56.0,22.0,23.0,101.0,7.8,101.0
747,27.0,12.0,16.0,103.0,5.0,103.0
748,42.0,13.0,27.0,127.0,6.8,127.0
749,74.0,30.0,31.0,28.0,5.8,74.0
750,62.0,15.0,22.0,47.0,5.0,62.0
751,39.0,15.0,23.0,46.0,10.6,46.0
752,59.0,16.0,37.0,26.0,7.0,59.0
753,51.0,17.0,20.0,35.0,5.2,51.0
754,29.0,19.0,22.0,47.0,12.0,47.0
755,63.0,19.0,33.0,118.0,15.0,118.0
756,24.0,12.0,14.0,18.2,10.0,24.0
757,52.0,12.0,22.0,64.0,10.0,64.0
758,48.0,11.0,19.0,80.0,11.0,80.0
759,24.0,18.0,22.0,73.0,9.0,73.0
760,53.0,23.0,22.0,33.0,11.0,53.0
761,61.0,20.0,47.0,93.0,9.0,93.0
762,61.0,37.0,47.0,31.0,10.0,61.0
763,51.0,26.0,16.0,37.0,7.0,51.0
764,54.0,22.0,27.0,31.0,6.0,54.0
765,45.0,20.0,29.0,30.0,7.0,45.0
766,49.0,26.0,20.0,24.0,11.0,49.0
767,59.0,25.0,34.0,65.0,10.0,65.0
768,45.0,17.0,23.0,132.0,13.0,132.0
769,57.0,18.0,20.0,144.0,9.0,144.0
770,56.0,21.0,22.0,64.0,11.0,64.0
771,30.0,17.0,19.0,60.0,7.0,60.0
772,50.0,20.0,36.0,28.0,14.0,50.0
773,52.0,14.0,33.0,17.0,18.0,52.0
774,53.0,14.0,35.0,28.0,15.0,53.0
775,31.0,13.0,19.0,22.0,9.0,31.0
776,18.0,13.0,15.0,51.0,10.0,51.0
777,24.0,17.0,13.0,46.0,10.0,46.0
778,41.0,21.0,25.0,41.0,18.0,41.0
779,64.0,20.0,26.0,48.0,21.0,64.0
780,56.0,14.0,34.0,22.0,21.0,56.0
781,37.0,14.0,28.0,19.0,17.0,37.0
782,49.0,14.0,32.0,16.0,19.0,49.0
783,32.0,12.0,24.0,56.0,15.0,56.0
784,48.0,12.0,29.0,46.0,14.0,48.0
785,36.0,12.0,23.0,49.0,11.0,49.0
786,48.0,14.0,25.0,25.0,14.0,48.0
787,55.0,14.0,24.0,22.0,17.0,55.0
788,42.0,13.0,22.0,28.0,13.0,42.0
789,50.0,13.0,29.0,16.0,15.0,50.0
790,30.0,19.0,24.0,21.0,12.0,30.0
791,38.0,16.0,15.0,47.0,15.0,47.0
792,52.0,21.0,32.0,42.0,22.0,52.0
793,40.0,15.0,28.0,29.0,21.0,40.0
794,46.0,15.0,25.0,29.0,17.0,46.0
795,45.0,17.0,39.0,66.0,16.0,66.0
796,56.0,18.0,41.0,33.0,27.0,56.0
797,48.0,14.0,29.0,109.0,21.0,109.0
798,48.0,17.0,22.0,52.0,11.0,52.0
799,28.0,15.0,20.0,25.0,10.0,28.0
800,41.0,15.0,20.0,17.0,12.0,41.0
801,43.0,14.0,28.0,50.0,16.0,50.0
802,47.0,16.0,30.0,99.0,18.0,99.0
803,57.0,29.0,28.0,60.0,16.0,60.0
804,47.0,15.0,42.0,28.0,12.0,47.0
805,30.0,19.0,18.0,33.0,9.0,33.0
806,31.0,19.0,18.0,21.0,8.0,31.0
807,25.0,16.0,18.0,12.0,6.0,25.0
808,21.0,15.0,16.0,25.0,8.0,25.0
809,23.0,3.0,16.0,24.0,10.0,24.0
810,30.0,7.0,20.0,28.0,9.0,30.0
811,25.0,6.0,15.0,19.0,8.0,25.0
812,16.0,5.0,9.0,28.0,4.0,28.0
813,18.0,5.0,14.0,19.0,7.0,19.0
814,44.0,8.0,29.0,32.0,12.0,44.0
815,29.0,6.0,25.0,53.0,15.0,53.0
816,44.0,5.0,36.0,47.0,18.0,47.0
817,53.0,6.0,34.0,54.0,20.0,54.0
818,40.0,6.0,25.0,79.0,16.0,79.0
819,51.0,8.0,35.0,94.0,18.0,94.0
820,51.0,9.0,31.0,76.0,20.0,76.0
821,49.0,6.0,49.0,54.0,15.0,54.0
822,51.0,7.0,44.0,46.0,18.0,51.0
823,50.0,5.0,30.0,43.0,17.0,50.0
824,45.0,8.0,25.0,24.0,18.0,45.0
825,45.0,7.0,27.0,72.0,14.0,72.0
826,61.0,10.0,41.0,87.0,13.0,87.0
827,47.0,7.0,24.0,84.0,17.0,84.0
828,46.0,14.0,27.0,70.0,18.0,70.0
829,57.0,16.0,32.0,81.0,27.0,81.0
830,52.0,11.0,23.0,52.0,17.0,52.0
831,31.0,7.0,19.0,44.0,9.0,44.0
832,32.0,5.0,24.0,37.0,10.0,37.0
833,35.0,7.0,17.0,70.0,14.0,70.0
834,42.0,6.0,25.0,44.0,23.0,44.0
835,45.0,6.0,29.0,94.0,16.0,94.0
836,50.0,7.0,37.0,49.0,16.0,50.0
837,51.0,5.0,19.0,60.0,16.0,60.0
838,37.0,4.0,21.0,20.0,9.0,37.0
839,21.0,6.0,16.0,47.0,20.0,47.0
840,43.0,9.0,16.0,31.0,16.0,43.0
841,40.0,9.0,17.0,28.0,9.0,40.0
842,50.0,16.0,18.0,27.0,10.0,50.0
843,42.0,10.0,20.0,16.0,15.0,42.0
844,65.0,13.0,36.0,60.0,12.0,65.0
845,33.0,7.0,22.0,67.0,22.0,67.0
846,44.0,8.0,31.0,32.0,11.0,44.0
847,49.0,6.0,42.0,38.0,11.0,49.0
848,53.0,8.0,35.0,48.0,19.0,53.0
849,42.0,4.0,29.0,48.0,21.0,48.0
850,49.0,3.0,24.0,54.0,11.0,54.0
851,27.0,5.0,14.0,19.0,5.0,27.0
852,41.0,15.0,24.0,42.0,16.0,42.0
853,51.0,12.0,32.0,29.0,14.0,51.0
854,38.0,7.0,34.0,82.0,15.0,82.0
855,35.0,7.0,22.0,70.0,13.0,70.0
856,49.0,9.0,31.0,44.0,16.0,49.0
857,55.0,4.0,30.0,61.0,21.0,61.0
858,52.0,6.0,26.0,57.0,19.0,57.0
859,35.0,3.0,24.0,42.0,16.0,42.0
860,47.0,3.0,21.0,40.0,13.0,47.0
861,57.0,2.0,19.0,46.0,12.0,57.0
862,51.0,3.0,28.0,41.0,15.0,51.0
863,53.0,6.0,23.0,31.0,13.0,53.0
864,56.0,11.0,19.0,38.0,12.0,56.0
865,48.0,7.0,23.0,78.0,18.0,78.0
866,53.0,7.0,24.0,47.0,18.0,53.0
867,47.0,10.0,21.0,59.0,15.0,59.0
868,72.0,12.0,18.0,80.0,16.0,80.0
869,54.0,8.0,22.0,47.0,15.0,54.0
870,55.0,7.0,21.0,66.0,16.0,66.0
871,52.0,10.0,16.0,44.0,10.0,52.0
872,47.0,7.0,20.0,59.0,16.0,59.0
873,55.0,11.0,22.0,38.0,13.0,55.0
874,51.0,9.0,15.0,49.0,19.0,51.0
875,49.0,8.0,14.0,75.0,15.0,75.0
876,58.0,13.0,32.0,60.0,14.0,60.0
877,52.0,10.0,26.0,39.0,10.0,52.0
878,51.0,10.0,19.0,40.0,11.0,51.0
879,53.0,6.0,19.0,54.0,10.0,54.0
880,48.0,6.0,16.0,42.0,16.0,48.0
881,50.0,6.0,18.0,69.0,15.0,69.0
882,53.0,5.0,22.0,72.0,14.0,72.0
883,40.0,4.0,13.0,62.0,10.0,62.0
884,55.0,4.0,18.0,48.0,11.0,55.0
885,53.0,9.0,20.0,35.0,13.0,53.0
886,33.0,6.0,11.0,39.0,9.0,39.0
887,43.0,5.0,9.0,34.0,8.0,43.0
888,29.0,4.0,13.0,71.0,8.0,71.0
889,37.0,5.0,17.0,76.0,15.0,76.0
890,45.0,8.0,20.0,56.0,16.0,56.0
891,48.0,8.0,22.0,64.0,22.0,64.0
892,67.0,8.0,22.0,72.0,18.0,72.0
893,55.0,9.0,25.0,68.0,21.0,68.0
894,52.0,7.0,21.0,59.0,16.0,59.0
895,46.0,7.0,27.0,56.0,24.0,56.0
896,50.0,9.0,16.0,70.0,17.0,70.0
897,52.0,9.0,23.0,42.0,14.0,52.0
898,52.0,10.0,20.0,44.0,12.0,52.0
899,52.0,11.0,16.0,68.0,16.0,68.0
900,62.0,12.0,25.0,79.0,17.0,79.0
901,62.0,13.0,23.0,66.0,13.0,66.0
902,61.0,14.0,17.0,91.0,15.0,91.0
903,65.0,9.0,20.0,76.0,17.0,76.0
904,63.0,10.0,20.0,75.0,13.0,75.0
905,61.4,13.0,23.0,78.0,14.0,78.0
906,63.0,14.0,20.0,62.0,15.0,63.0
907,71.0,10.0,22.0,113.0,16.0,113.0
908,62.0,8.0,28.0,69.0,21.0,69.0
909,59.0,14.0,26.0,51.0,14.0,59.0
910,57.0,13.0,16.0,58.0,12.0,58.0
911,59.0,10.0,23.0,51.0,15.0,59.0
912,61.0,11.0,24.0,73.0,15.0,73.0
913,60.0,26.0,21.0,45.0,16.0,60.0
914,58.0,25.0,20.0,29.0,16.0,58.0
915,58.0,22.0,23.0,43.0,13.0,58.0
916,57.0,27.0,22.0,42.0,13.0,57.0
917,63.0,23.0,12.0,41.0,7.0,63.0
918,60.0,23.0,17.0,36.0,10.0,60.0
919,60.0,21.0,22.0,72.0,15.0,72.0
920,48.59540889526542,21.978313253012047,16.60498561840844,40.00485201358564,12.565386485172581,58.41769743101808
921,62.0,26.0,20.0,32.0,14.0,62.0
